program_id,organization_name,organization_type,sport_type,program_name,program_type,skill_level,address_street,address_city,address_state,address_zip,county,metro_area,latitude,longitude,phone,email,contact_name,director_name,website,social_media_facebook,social_media_instagram,age_min,age_max,age_groups,gender,team_based,season,registration_fee,monthly_fee,annual_fee,scholarship_available,scholarship_percentage,equipment_provided,transportation_provided,reviews_text,average_rating,review_count,verified,data_source,last_verified,notes,keywords_long_tail,facility_type,facility_amenities,coaches_available,certifications,parent_involvement,cost
memphis_soccer_club_soccer_memphis_soccer_acade,Memphis Soccer Club,Nonprofit,soccer,Memphis Soccer Academy,Clinic,All Levels,2010 S 3rd St,Memphis,Tennessee,38109,Shelby,Memphis,,,(901) 555-5678,info@memphissoccer.org,Contact Person,,www.memphissoccer.org,facebook.com/memphissoccer,instagram.com/memphissoccer,6,14,Unknown,Unknown,Unknown,"Fall, Spring",,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on skill development and teamwork.,Unknown,Unknown,,,,,$150
university_of_memphis_football_tigers_youth_footbal,University of Memphis,College/University,football,Tigers Youth Football Camp,Camp,Beginner to Intermediate,635 Normal St,Memphis,Tennessee,38152,Shelby,Memphis,,,(901) 678-2330,youthfootball@memphis.edu,Contact Person,,www.memphistigers.com/youthfootball,facebook.com/memphistigers,instagram.com/memphistigers,8,15,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Training focused on fundamental skills.,Unknown,Unknown,,,,,$200
fort_wayne_parks_and_recreation_multiple sports_fort_wayne_youth_spo,Fort Wayne Parks and Recreation,Government,multiple sports,Fort Wayne Youth Sports,League,All Levels,705 E State Blvd,Fort Wayne,Indiana,46805,Allen,Fort Wayne,,,(260) 427-6000,youthsports@fortwayne.gov,Contact Person,,www.fortwayneindiana.gov/youthsports,facebook.com/fwparks,instagram.com/fwparks,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Wide variety of sports offered throughout the year.,Unknown,Unknown,,,,,Varies by sport
fort_wayne_soccer_club_soccer_fort_wayne_soccer_cl,Fort Wayne Soccer Club,Nonprofit,soccer,Fort Wayne Soccer Club,League & Clinics,All Levels,5050 Evans Ln,Fort Wayne,Indiana,46804,Allen,Fort Wayne,,,(260) 555-6789,info@fortwaynesoccer.org,Contact Person,,www.fortwaynesoccer.org,facebook.com/fwsc,instagram.com/fwsc,4,18,Unknown,Unknown,Unknown,"Fall, Spring",,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive and recreational options available.,Unknown,Unknown,,,,,$120
"fort_wayne_little_league_baseball, softball_fort_wayne_little_le",Fort Wayne Little League,Nonprofit,"baseball, softball",Fort Wayne Little League,League,All Levels,3000 W Coliseum Blvd,Fort Wayne,Indiana,46808,Allen,Fort Wayne,,,(260) 555-0011,info@fwll.org,Contact Person,,www.fwll.org,facebook.com/fwll,instagram.com/fwll,4,16,Unknown,Unknown,Unknown,Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on fun and teamwork in youth baseball.,Unknown,Unknown,,,,,$100
reno_parks_and_recreation_multiple sports_reno_youth_sports,Reno Parks and Recreation,Government,multiple sports,Reno Youth Sports,League,All Levels,1 E 1st St,Reno,Nevada,89501,Washoe,Reno,,,(775) 334-2262,youthsports@reno.gov,Contact Person,,www.reno.gov/youthsports,facebook.com/renoparks,instagram.com/renoparks,5,17,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers a wide range of sports options.,Unknown,Unknown,,,,,Varies by sport
nevada_youth_rugby_association_rugby_nevada_youth_rugby,Nevada Youth Rugby Association,Nonprofit,rugby,Nevada Youth Rugby,League,All Levels,1234 E 4th St,Reno,Nevada,89512,Washoe,Reno,,,(775) 555-5467,info@nevadayouthrugby.org,Contact Person,,www.nevadayouthrugby.org,facebook.com/nevadayouthrugby,instagram.com/nevadayouthrugby,8,18,Unknown,Unknown,Unknown,"Spring, Fall",,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Emphasis on teamwork and physical fitness.,Unknown,Unknown,,,,,$85
frederick_county_government_soccer_frederick_county_par,Frederick County Government,Government,soccer,Frederick County Parks and Recreation Soccer Program,League,All Levels,355 Montevue Lane,Frederick,Maryland,21702,Frederick,Washington D.C.,,,(301) 600-2936,parksandrecreation@frederickcountymd.gov,Contact Person,,www.frederickcountymd.gov/parks,facebook.com/FrederickCountyParks,instagram.com/frederickcountyparks,4,18,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers leagues for various skill levels.,Unknown,Unknown,,,,,Varies by age group
frederick_youth_football_league_football_frederick_youth_foot,Frederick Youth Football League,Nonprofit,football,Frederick Youth Football,League,All Levels,1407 Key Parkway,Frederick,Maryland,21702,Frederick,Washington D.C.,,,(240) 397-5343,info@frederickyouthfootball.com,Contact Person,,www.frederickyouthfootball.com,facebook.com/FrederickYouthFootball,instagram.com/frederickyouthfootball,5,14,Unknown,Unknown,Unknown,Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on skill development and teamwork.,Unknown,Unknown,,,,,$150
frederick_baseball_academy_baseball_frederick_baseball_a,Frederick Baseball Academy,Private,baseball,Frederick Baseball Academy,Clinic,All Levels,5310 Spectrum Dr,Frederick,Maryland,21703,Frederick,Washington D.C.,,,(301) 473-6688,info@frederickbaseballacademy.com,Contact Person,,www.frederickbaseballacademy.com,facebook.com/frederickbaseballacademy,instagram.com/frederickbaseballacademy,6,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Skills training for players of all ages.,Unknown,Unknown,,,,,$200 per session
madison_soccer_club_soccer_madison_youth_soccer,Madison Soccer Club,Nonprofit,soccer,Madison Youth Soccer,League,All Levels,3456 Tennyson Ln,Madison,Wisconsin,53718,Dane,Madison,,,(608) 831-0311,info@madisonsoccer.org,Contact Person,,www.madisonsoccer.org,facebook.com/MadisonSoccerClub,instagram.com/madisonsoccer,5,18,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,"Focus on youth players, various divisions based on age.",Unknown,Unknown,,,,,$100
little_league_international_baseball/softball_madison_little_leagu,Little League International,Nonprofit,baseball/softball,Madison Little League,League,All Levels,3200 Maple Grove Dr,Madison,Wisconsin,53719,Dane,Madison,,,(608) 246-4040,madisonlittleleague@gmail.com,Contact Person,,www.madisonlittleleague.com,facebook.com/MadisonLittleLeague,Unknown,4,14,Unknown,Unknown,Unknown,Spring/Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides a fun and safe environment to learn baseball.,Unknown,Unknown,,,,,$75
madison_junior_football_association_football_madison_junior_footb,Madison Junior Football Association,Nonprofit,football,Madison Junior Football,League,All Levels,1902 Wyldhaven Ave,Madison,Wisconsin,53719,Dane,Madison,,,(608) 467-9600,mjfa@madisonjuniorfootball.com,Contact Person,,www.madisonjuniorfootball.com,facebook.com/MadisonJuniorFootball,Unknown,5,14,Unknown,Unknown,Unknown,Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Emphasizes skill development and sportsmanship.,Unknown,Unknown,,,,,$125
las_cruces_parks_&_recreation_soccer_las_cruces_youth_soc,Las Cruces Parks & Recreation,Government,soccer,Las Cruces Youth Soccer Organization,League,All Levels,520 E. Picacho Ave,Las Cruces,New Mexico,88001,Dona Ana,Las Cruces,,,(575) 528-3000,lcyso@las-cruces.org,Contact Person,,www.las-cruces.org,facebook.com/LasCrucesParks,Unknown,6,16,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers competitive and recreational leagues.,Unknown,Unknown,,,,,$75
little_league_international_baseball/softball_las_cruces_little_le,Little League International,Nonprofit,baseball/softball,Las Cruces Little League,League,All Levels,1711 E. Idaho Ave,Las Cruces,New Mexico,88001,Dona Ana,Las Cruces,,,(575) 647-7840,lcll@littleleague.org,Contact Person,,www.lascrucesll.com,facebook.com/LasCrucesLL,Unknown,4,14,Unknown,Unknown,Unknown,Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,A community-focused league promoting baseball for youth.,Unknown,Unknown,,,,,$85
omaha_sports_academy_baseball_omaha_sports_academy,Omaha Sports Academy,Private,baseball,Omaha Sports Academy,Training,All Levels,12345 Stony Brook Blvd,Omaha,Nebraska,68164,Douglas,Omaha,,,(402) 557-2000,info@omahasportsacademy.com,Contact Person,,www.omahasportsacademy.com,facebook.com/omahasportsacademy,instagram.com/omahasportsacademy,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,"Offers clinics, camps, and team training.",Unknown,Unknown,,,,,Varies by program
nebraska_select_baseball_baseball_nebraska_select_base,Nebraska Select Baseball,Club,baseball,Nebraska Select Baseball,Team,Competitive,8920 Grant St,Omaha,Nebraska,68134,Douglas,Omaha,,,(402) 898-2832,info@nebraskaselect.com,Contact Person,,www.nebraskaselect.com,facebook.com/nebraskaselect,instagram.com/nebraskaselect,8,18,Unknown,Unknown,Unknown,Spring-Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive travel teams with a focus on skill development.,Unknown,Unknown,,,,,$600 per season
omaha_public_schools_baseball_omaha_central_baseba,Omaha Public Schools,School,baseball,Omaha Central Baseball,Varsity Team,Intermediate,124 N 20th St,Omaha,Nebraska,68102,Douglas,Omaha,,,(402) 557-3200,centralbaseball@ops.org,Contact Person,,www.ops.org,facebook.com/omahacentralbaseball,Unknown,14,18,Unknown,Unknown,Unknown,Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,High school varsity baseball program.,Unknown,Unknown,,,,,$150
tulsa_youth_baseball_association_baseball_tulsa_youth_baseball,Tulsa Youth Baseball Association,Nonprofit,baseball,Tulsa Youth Baseball,League,All Levels,700 S Peoria Ave,Tulsa,Oklahoma,74104,Tulsa,Tulsa,,,(918) 596-1444,contact@tulsayouthbaseball.com,Contact Person,,www.tulsayouthbaseball.com,facebook.com/tulsayouthbaseball,Unknown,5,14,Unknown,Unknown,Unknown,Spring-Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Recreational baseball programs for youth.,Unknown,Unknown,,,,,$120
tulsa_drillers_baseball_tulsa_drillers_youth,Tulsa Drillers,Professional Team,baseball,Tulsa Drillers Youth Baseball Camps,Camp,All Levels,201 N Elgin Ave,Tulsa,Oklahoma,74120,Tulsa,Tulsa,,,(918) 744-5901,camps@tulsadrillers.com,Contact Person,,www.tulsadrillers.com/camps,facebook.com/tulsadrillers,instagram.com/tulsadrillers,6,14,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Skills development program hosted by professional players.,Unknown,Unknown,,,,,$195
salem_little_league_baseball_salem_little_league,Salem Little League,Nonprofit,baseball,Salem Little League,League,All Levels,4500 Fairview Industrial Dr SE,Salem,Oregon,97302,Marion,Salem,,,(503) 363-1602,info@salemlittleleague.com,Contact Person,,www.salemlittleleague.com,facebook.com/salemlittleleague,Unknown,5,16,Unknown,Unknown,Unknown,Spring-Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers recreational programs for youth baseball.,Unknown,Unknown,,,,,$100
oregon_state_university_baseball_oregon_state_univers,Oregon State University,University,baseball,Oregon State University Baseball Camps,Camp,All Levels,660 SW 26th St,Corvallis,Oregon,97331,Benton,Salem,,,(541) 737-3325,beaverbaseball@oregonstate.edu,Contact Person,,www.osubeavers.com/camps,facebook.com/osubeavers,instagram.com/osubeavers,6,18,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Instructional camps run by university coaches and players.,Unknown,Unknown,,,,,$250
north_salem_high_school_baseball_north_salem_high_sch,North Salem High School,School,baseball,North Salem High School Baseball,Varsity Team,Intermediate,2880 N 12th St,Salem,Oregon,97303,Marion,Salem,,,(503) 399-3250,northsalembaseball@salemkeizer.org,Contact Person,,www.northsalemhighschool.com,facebook.com/northsalemhighschool,Unknown,14,18,Unknown,Unknown,Unknown,Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competes at the varsity high school level.,Unknown,Unknown,,,,,$100
utah_youth_soccer_soccer_utah_youth_soccer_as,Utah Youth Soccer,Nonprofit,soccer,Utah Youth Soccer Association,League,All Levels,850 E 9400 S,Salt Lake City,Utah,84094,Salt Lake,Salt Lake City,,,(801) 307-5150,info@utahyouthsoccer.org,Contact Person,,www.utahyouthsoccer.org,facebook.com/utahyouthsoccer,instagram.com/utahyouthsoccer,4,19,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,"Offers leagues, coaching education, and player development programs.",Unknown,Unknown,,,,,$150
virginia_beach_parks_&_recreation_basketball_virginia_beach_baske,Virginia Beach Parks & Recreation,Government,basketball,Virginia Beach Basketball Academy,Clinic,All Levels,4001 Dam Neck Rd,Virginia Beach,Virginia,23455,Virginia Beach,Virginia Beach-Norfolk-Newport News,,,(757) 385-0400,recreation@vbgov.com,Contact Person,,www.vbgov.com/basketball,facebook.com/VBRecreation,instagram.com/vb.recreation,8,18,Unknown,Unknown,Unknown,Annual,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on skills development and team play.,Unknown,Unknown,,,,,Varies by program
tidewater_basketball_association_basketball_tidewater_basketball,Tidewater Basketball Association,Nonprofit,basketball,Tidewater Basketball Association,League,Competitive,701 Minton Ave,Virginia Beach,Virginia,23451,Virginia Beach,Virginia Beach-Norfolk-Newport News,,,(757) 961-3456,info@tidewaterbasketball.com,Contact Person,,www.tidewaterbasketball.com,facebook.com/TidewaterBasketballAssociation,instagram.com/tidewater_basketball,10,18,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive league for youth; travel teams available.,Unknown,Unknown,,,,,$200
first_landing_christian_academy_basketball_first_landing_youth_,First Landing Christian Academy,Private School,basketball,First Landing Youth Basketball,Clinic,Beginner,2350 Pungo Ridge Rd,Virginia Beach,Virginia,23456,Virginia Beach,Virginia Beach-Norfolk-Newport News,,,(757) 568-7750,info@firstlandingca.org,Contact Person,,www.firstlandingca.org/basketball,facebook.com/FirstLandingCA,Unknown,6,12,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Emphasis on fundamentals and teamwork.,Unknown,Unknown,,,,,$150
birmingham_parks_&_recreation_basketball_birmingham_basketbal,Birmingham Parks & Recreation,Government,basketball,Birmingham Basketball Academy,Clinic,All Levels,3000 7th Ave S,Birmingham,Alabama,35233,Jefferson,Birmingham-Hoover,,,(205) 254-2391,parksandrec@birminghamal.gov,Contact Person,,www.birminghamal.gov/basketball,facebook.com/BirminghamParksRec,Unknown,8,18,Unknown,Unknown,Unknown,Annual,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers both skill development and competitive options.,Unknown,Unknown,,,,,$100
birmingham_magic_basketball_magic_city_basketbal,Birmingham Magic,Nonprofit,basketball,Magic City Basketball,League,Competitive,1700 2nd Ave N,Birmingham,Alabama,35203,Jefferson,Birmingham-Hoover,,,(205) 503-8944,info@birminghammagic.com,Contact Person,,www.birminghammagic.com,facebook.com/BirminghamMagic,instagram.com/birminghammagic,10,18,Unknown,Unknown,Unknown,Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on competitive play and personal development.,Unknown,Unknown,,,,,$250
birmingham_ymca_basketball_youth_basketball_lea,Birmingham YMCA,Nonprofit,basketball,Youth Basketball League,League,Recreational,2100 5th Ave S,Birmingham,Alabama,35233,Jefferson,Birmingham-Hoover,,,(205) 324-6400,ymcabham@ymcahq.org,Contact Person,,www.ymcabirmingham.org,facebook.com/YMCABirmingham,Unknown,5,14,Unknown,Unknown,Unknown,Winter/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,"Emphasis on fun, fitness, and fundamentals.",Unknown,Unknown,,,,,$85
anchorage_parks_and_recreation_basketball_anchorage_youth_bask,Anchorage Parks and Recreation,Government,basketball,Anchorage Youth Basketball League,League,All Levels,1345 West 8th Ave,Anchorage,Alaska,99501,Anchorage,Anchorage,,,(907) 343-4355,parkrec@anchorageak.gov,Contact Person,,www.muni.org/parks,facebook.com/anchorageparks,Unknown,6,16,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on sportsmanship and personal growth.,Unknown,Unknown,,,,,$150
anchorage_baseball_and_soccer_basketball_fur_rondy_basketball,Anchorage Baseball and Soccer,Nonprofit,basketball,Fur Rondy Basketball League,League,Recreational,3901 Old Seward Hwy,Anchorage,Alaska,99503,Anchorage,Anchorage,,,(907) 522-3000,furondy@absport.org,Contact Person,,www.absport.org,facebook.com/AnchorageBaseballSoccer,Unknown,8,16,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Multi-sport organization providing basketball as part of a health initiative.,Unknown,Unknown,,,,,$120
city_of_little_rock_multiple sports_little_rock_parks_an,City of Little Rock,Government,multiple sports,Little Rock Parks and Recreation Youth Sports,League,All Levels,500 West Markham Street,Little Rock,Arkansas,72201,Pulaski,Little Rock-North Little Rock-Conway,,,(501) 371-4770,parks@littlerock.gov,Contact Person,,www.littlerock.gov/parks,facebook.com/LittleRockParks,Unknown,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,"Offers various sports leagues including basketball, soccer, and baseball.",Unknown,Unknown,,,,,Varies by sport
arkansas_youth_soccer_association_soccer_arkansas_youth_socce,Arkansas Youth Soccer Association,Nonprofit,Soccer,Arkansas Youth Soccer Association,League,All Levels,"5500 E. 42nd Street, Suite 3",Little Rock,Arkansas,72206,Pulaski,Little Rock-North Little Rock-Conway,,,(501) 219-1900,info@arkansasyouthsoccer.org,Contact Person,,www.arkansasyouthsoccer.org,facebook.com/arkansasyouthsoccer,Unknown,4,18,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on youth soccer development programs.,Unknown,Unknown,,,,,Varies by team
little_rock_football_club_soccer_little_rock_football,Little Rock Football Club,Club,Soccer,Little Rock Football Club,Academy,Competitive,2100 South Broadway,Little Rock,Arkansas,72206,Pulaski,Little Rock-North Little Rock-Conway,,,(501) 351-0005,info@littlerockfc.com,Contact Person,,www.littlerockfc.com,facebook.com/littlerockfootballclub,instagram.com/littlerockfc,6,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive soccer club for youth players.,Unknown,Unknown,,,,,$200-$400 per season
